,SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,TOTAL_DAYS,KWH_AVG_CONSO,NB_INVOICES
316,0004BB,01/01/2020,31/01/2020,9 410,"1 246,83",30 days,313.6666666666667,36
317,0004BB,01/02/2020,29/02/2020,9 465,"1 254,11",58 days,163.18965517241378,36
318,0004BB,01/03/2020,31/03/2020,8 849,"1 172,49",88 days,100.55681818181819,36
319,0004BB,01/04/2020,30/04/2020,9 214,"1 220,86",117 days,78.75213675213675,36
320,0004BB,01/05/2020,31/05/2020,9 883,"1 309,50",147 days,67.2312925170068,36
321,0004BB,01/06/2020,30/06/2020,9 050,"1 199,13",176 days,51.42045454545455,36
322,0004BB,01/07/2020,31/07/2020,9 809,"1 299,69",206 days,47.616504854368934,36
323,0004BB,01/08/2020,31/08/2020,9 962,"1 319,97",236 days,42.21186440677966,36
324,0004BB,01/09/2020,30/09/2020,9 092,"1 204,69",265 days,34.30943396226415,36
325,0004BB,01/10/2020,31/10/2020,8 640,"1 144,80",295 days,29.28813559322034,36
326,0004BB,01/11/2020,30/11/2020,8 720,"1 155,40",324 days,26.91358024691358,36
327,0004BR,01/01/2018,31/01/2018,2 276,"244,43",30 days,75.86666666666666,35
328,0004BR,01/02/2018,28/02/2018,2 057,"221,74",57 days,36.08771929824562,35
329,0004BR,01/03/2018,31/03/2018,2 284,"245,26",87 days,26.25287356321839,35
330,0004BR,01/04/2018,30/04/2018,2 253,"242,04",116 days,19.42241379310345,35
331,0004BR,01/05/2018,31/05/2018,2 345,"251,58",146 days,16.061643835616437,35
332,0004BR,01/06/2018,30/06/2018,2 297,"252,33",175 days,13.125714285714286,35
333,0004BR,01/07/2018,31/07/2018,2 389,"262,18",205 days,11.653658536585366,35
334,0004BR,01/08/2018,31/08/2018,2 414,"264,73",235 days,10.272340425531915,35
335,0004BR,01/09/2018,30/09/2018,2 292,"253,64",264 days,8.681818181818182,35
336,0004BR,01/10/2018,31/10/2018,2 355,"260,41",294 days,8.010204081632653,35
337,0004BR,01/11/2018,30/11/2018,2 256,"249,82",323 days,6.984520123839009,35
338,0004BR,01/12/2018,31/12/2018,2 310,"255,61",353 days,6.543909348441926,35
339,0004BR,01/01/2019,31/01/2019,2 313,"249,80",30 days,77.1,35
340,0004BR,01/02/2019,28/02/2019,2 098,"227,38",57 days,36.80701754385965,35
341,0004BR,01/03/2019,31/03/2019,2 326,"251,13",87 days,26.735632183908045,35
342,0004BR,01/04/2019,30/04/2019,2 264,"244,61",116 days,19.517241379310345,35
343,0004BR,01/05/2019,31/05/2019,2 353,"253,85",146 days,16.116438356164384,35
344,0004BR,01/06/2019,30/06/2019,2 347,"253,04",175 days,13.411428571428571,35
345,0004BR,01/07/2019,31/07/2019,2 402,"258,77",205 days,11.717073170731707,35
346,0004BR,01/08/2019,31/08/2019,2 403,"258,84",235 days,10.225531914893617,35
347,0004BR,01/09/2019,30/09/2019,2 280,"246,13",264 days,8.636363636363637,35
348,0004BR,01/10/2019,31/10/2019,2 610,"279,47",294 days,8.877551020408163,35
349,0004BR,01/11/2019,30/11/2019,2 522,"270,28",323 days,7.808049535603715,35
350,0004BR,01/12/2019,31/12/2019,2 588,"277,13",353 days,7.331444759206799,35
351,0004BR,01/01/2020,31/01/2020,2 599,"331,44",30 days,86.63333333333334,35
352,0004BR,01/02/2020,29/02/2020,2 454,"313,42",58 days,42.310344827586206,35
353,0004BR,01/03/2020,31/03/2020,2 603,"330,33",88 days,29.579545454545453,35
354,0004BR,01/04/2020,30/04/2020,2 616,"331,85",117 days,22.358974358974358,35
355,0004BR,01/05/2020,31/05/2020,2 693,"341,35",147 days,18.31972789115646,35
356,0004BR,01/06/2020,30/06/2020,2 622,"332,51",176 days,14.897727272727273,35
357,0004BR,01/07/2020,31/07/2020,2 764,"349,96",206 days,13.41747572815534,35
358,0004BR,01/08/2020,31/08/2020,2 804,"354,84",236 days,11.88135593220339,35
359,0004BR,01/09/2020,30/09/2020,2 700,"342,00",265 days,10.18867924528302,35
360,0004BR,01/10/2020,31/10/2020,2 760,"349,45",295 days,9.35593220338983,35
361,0004BR,01/11/2020,30/11/2020,2 647,"326,93",324 days,8.169753086419753,35
362,0004KO,01/01/2018,31/01/2018,2 206,"275,39",30 days,73.53333333333333,35
363,0004KO,01/02/2018,28/02/2018,1 996,"250,09",57 days,35.01754385964912,35
364,0004KO,01/03/2018,31/03/2018,2 208,"275,63",87 days,25.379310344827587,35
365,0004KO,01/04/2018,30/04/2018,2 146,"268,16",116 days,18.5,35
366,0004KO,01/05/2018,31/05/2018,2 261,"282,01",146 days,15.486301369863014,35
367,0004KO,01/06/2018,30/06/2018,2 194,"273,94",175 days,12.537142857142857,35
368,0004KO,01/07/2018,31/07/2018,2 293,"286,03",205 days,11.185365853658537,35
369,0004KO,01/08/2018,31/08/2018,2 325,"289,89",235 days,9.893617021276595,35
370,0004KO,01/09/2018,30/09/2018,2 213,"278,13",264 days,8.382575757575758,35
371,0004KO,01/10/2018,31/10/2018,2 693,"336,37",294 days,9.15986394557823,35
372,0004KO,01/11/2018,30/11/2018,2 597,"324,72",323 days,8.040247678018575,35
373,0004KO,01/12/2018,31/12/2018,2 679,"334,67",353 days,7.589235127478753,35
374,0004KO,01/01/2019,31/01/2019,2 678,"367,54",30 days,89.26666666666667,35
375,0004KO,01/02/2019,28/02/2019,2 416,"332,53",57 days,42.3859649122807,35
376,0004KO,01/03/2019,31/03/2019,2 672,"366,74",87 days,30.71264367816092,35
377,0004KO,01/04/2019,30/04/2019,2 386,"328,53",116 days,20.56896551724138,35
378,0004KO,01/05/2019,31/05/2019,2 457,"338,01",146 days,16.828767123287673,35
379,0004KO,01/06/2019,30/06/2019,2 463,"338,81",175 days,14.074285714285715,35
380,0004KO,01/07/2019,31/07/2019,2 542,"349,37",205 days,12.4,35
381,0004KO,01/08/2019,31/08/2019,2 528,"347,50",235 days,10.757446808510638,35
382,0004KO,01/09/2019,30/09/2019,2 390,"329,06",264 days,9.053030303030303,35
383,0004KO,01/10/2019,31/10/2019,2 461,"338,55",294 days,8.370748299319727,35
384,0004KO,01/11/2019,30/11/2019,2 376,"327,19",323 days,7.356037151702786,35
385,0004KO,01/12/2019,31/12/2019,2 435,"335,07",353 days,6.898016997167139,35
386,0004KO,01/01/2020,31/01/2020,2 444,"334,66",30 days,81.46666666666667,35
387,0004KO,01/02/2020,29/02/2020,2 354,"322,73",58 days,40.58620689655172,35
388,0004KO,01/03/2020,31/03/2020,2 556,"349,49",88 days,29.045454545454547,35
389,0004KO,01/04/2020,30/04/2020,2 569,"351,22",117 days,21.957264957264957,35
390,0004KO,01/05/2020,31/05/2020,2 656,"362,74",147 days,18.068027210884352,35
391,0004KO,01/06/2020,30/06/2020,2 615,"357,31",176 days,14.857954545454545,35
392,0004KO,01/07/2020,31/07/2020,2 796,"381,29",206 days,13.572815533980583,35
393,0004KO,01/08/2020,31/08/2020,2 878,"392,15",236 days,12.194915254237289,35
394,0004KO,01/09/2020,30/09/2020,2 728,"372,28",265 days,10.294339622641509,35
395,0004KO,01/10/2020,31/10/2020,2 785,"379,83",295 days,9.440677966101696,35
396,0004KO,01/11/2020,30/11/2020,2 668,"353,44",324 days,8.234567901234568,35
397,0005KO,01/01/2018,30/06/2018,14 134,"1 921,96",180 days,78.52222222222223,20
398,0005KO,01/07/2018,31/12/2018,16 400,"2 239,81",358 days,45.81005586592179,20
399,0005KO,01/01/2019,30/06/2019,18 832,"2 470,29",180 days,104.62222222222222,20
400,0005KO,01/07/2019,31/07/2019,3 412,"442,33",205 days,16.64390243902439,20
401,0005KO,01/08/2019,31/08/2019,2 804,"368,51",235 days,11.931914893617021,20
402,0005KO,01/09/2019,30/09/2019,2 683,"353,82",264 days,10.162878787878787,20
403,0005KO,01/10/2019,31/10/2019,2 758,"362,93",294 days,9.380952380952381,20
404,0005KO,01/11/2019,30/11/2019,2 654,"350,26",323 days,8.21671826625387,20
405,0005KO,01/12/2019,31/12/2019,2 719,"358,19",353 days,7.7025495750708215,20
406,0005KO,01/01/2020,31/01/2020,2 732,"354,04",30 days,91.06666666666666,20
407,0005KO,01/02/2020,29/02/2020,2 623,"341,03",58 days,45.224137931034484,20
408,0005KO,01/03/2020,31/03/2020,2 776,"362,25",88 days,31.545454545454547,20
409,0005KO,01/04/2020,30/04/2020,2 811,"366,46",117 days,24.025641025641026,20
410,0005KO,01/05/2020,31/05/2020,2 936,"381,51",147 days,19.972789115646258,20
411,0005KO,01/06/2020,30/06/2020,2 906,"377,89",176 days,16.511363636363637,20
412,0005KO,01/07/2020,31/07/2020,3 058,"396,19",206 days,14.844660194174757,20
413,0005KO,01/08/2020,31/08/2020,3 120,"403,65",236 days,13.220338983050848,20
414,0005KO,01/09/2020,30/09/2020,3 017,"391,26",265 days,11.384905660377358,20
415,0005KO,01/10/2020,31/10/2020,3 058,"396,19",295 days,10.366101694915255,20
416,0005KO,01/11/2020,30/11/2020,2 913,"378,74",324 days,8.99074074074074,20
417,0006BB,01/01/2018,31/01/2018,2 195,"286,32",30 days,73.16666666666667,35
418,0006BB,01/02/2018,28/02/2018,1 999,"261,49",57 days,35.07017543859649,35
419,0006BB,01/03/2018,31/03/2018,2 203,"288,05",87 days,25.32183908045977,35
420,0006BB,01/04/2018,30/04/2018,2 174,"284,89",116 days,18.74137931034483,35
421,0006BB,01/05/2018,31/05/2018,2 306,"301,54",146 days,15.794520547945206,35
422,0006BB,01/06/2018,30/06/2018,2 306,"301,40",175 days,13.177142857142858,35
423,0006BB,01/07/2018,31/07/2018,2 759,"358,62",205 days,13.458536585365854,35
424,0006BB,01/08/2018,31/08/2018,2 781,"361,69",235 days,11.83404255319149,35
425,0006BB,01/09/2018,30/09/2018,2 647,"346,44",264 days,10.026515151515152,35
426,0006BB,01/10/2018,31/10/2018,2 708,"353,93",294 days,9.210884353741497,35
427,0006BB,01/11/2018,30/11/2018,2 609,"341,31",323 days,8.077399380804954,35
428,0006BB,01/12/2018,31/12/2018,2 827,"368,59",353 days,8.008498583569406,35
429,0006BB,01/01/2019,31/01/2019,2 829,"352,08",30 days,94.3,35
430,0006BB,01/02/2019,28/02/2019,2 475,"309,62",57 days,43.421052631578945,35
431,0006BB,01/03/2019,31/03/2019,2 713,"338,57",87 days,31.183908045977013,35
432,0006BB,01/04/2019,30/04/2019,2 505,"313,08",116 days,21.594827586206897,35
433,0006BB,01/05/2019,31/05/2019,2 600,"323,20",146 days,17.80821917808219,35
434,0006BB,01/06/2019,30/06/2019,2 770,"344,85",175 days,15.82857142857143,35
435,0006BB,01/07/2019,31/07/2019,2 861,"355,89",205 days,13.95609756097561,35
436,0006BB,01/08/2019,31/08/2019,2 826,"352,13",235 days,12.025531914893618,35
437,0006BB,01/09/2019,30/09/2019,2 714,"338,31",264 days,10.280303030303031,35
438,0006BB,01/10/2019,31/10/2019,2 805,"349,08",294 days,9.540816326530612,35
439,0006BB,01/11/2019,30/11/2019,2 680,"334,16",323 days,8.297213622291022,35
440,0006BB,01/12/2019,31/12/2019,2 735,"340,42",353 days,7.747875354107649,35
441,0006BB,01/01/2020,31/01/2020,2 743,"392,84",30 days,91.43333333333334,35
442,0006BB,01/02/2020,29/02/2020,2 535,"365,54",58 days,43.706896551724135,35
443,0006BB,01/03/2020,31/03/2020,2 644,"383,08",88 days,30.045454545454547,35
444,0006BB,01/04/2020,30/04/2020,2 569,"371,58",117 days,21.957264957264957,35
445,0006BB,01/05/2020,31/05/2020,2 655,"383,26",147 days,18.06122448979592,35
446,0006BB,01/06/2020,30/06/2020,2 623,"378,94",176 days,14.903409090909092,35
447,0006BB,01/07/2020,31/07/2020,2 755,"396,43",206 days,13.37378640776699,35
448,0006BB,01/08/2020,31/08/2020,2 797,"401,25",236 days,11.851694915254237,35
449,0006BB,01/09/2020,30/09/2020,3 171,"452,79",265 days,11.966037735849056,35
450,0006BB,01/10/2020,31/10/2020,3 464,"492,83",295 days,11.742372881355932,35
451,0006BB,01/11/2020,30/11/2020,3 315,"459,69",324 days,10.231481481481481,35
452,0006BR,01/01/2018,30/06/2018,13 640,"1 854,79",180 days,75.77777777777777,20
453,0006BR,01/07/2018,31/12/2018,14 222,"1 956,44",358 days,39.726256983240226,20
454,0006BR,01/01/2019,30/06/2019,13 696,"1 800,14",180 days,76.08888888888889,20
455,0006BR,01/07/2019,31/07/2019,2 493,"323,81",205 days,12.160975609756097,20
456,0006BR,01/08/2019,31/08/2019,2 656,"343,60",235 days,11.302127659574468,20
457,0006BR,01/09/2019,30/09/2019,2 598,"336,56",264 days,9.840909090909092,20
458,0006BR,01/10/2019,31/10/2019,2 619,"339,11",294 days,8.908163265306122,20
459,0006BR,01/11/2019,30/11/2019,2 502,"324,91",323 days,7.746130030959752,20
460,0006BR,01/12/2019,31/12/2019,2 548,"330,49",353 days,7.218130311614731,20
461,0006BR,01/01/2020,31/01/2020,2 544,"330,01",30 days,84.8,20
462,0006BR,01/02/2020,29/02/2020,2 417,"309,51",58 days,41.672413793103445,20
463,0006BR,01/03/2020,31/03/2020,2 601,"334,24",88 days,29.556818181818183,20
464,0006BR,01/04/2020,30/04/2020,2 621,"336,65",117 days,22.4017094017094,20
465,0006BR,01/05/2020,31/05/2020,2 705,"346,76",147 days,18.401360544217688,20
466,0006BR,01/06/2020,30/06/2020,2 632,"337,97",176 days,14.954545454545455,20
467,0006BR,01/07/2020,31/07/2020,2 779,"355,67",206 days,13.490291262135923,20
468,0006BR,01/08/2020,31/08/2020,2 816,"360,12",236 days,11.932203389830509,20
469,0006BR,01/09/2020,30/09/2020,2 703,"346,52",265 days,10.2,20
470,0006BR,01/10/2020,31/10/2020,2 759,"353,26",295 days,9.352542372881356,20
471,0006BR,01/11/2020,30/11/2020,2 638,"338,69",324 days,8.141975308641975,20
472,0007BB,01/01/2018,31/01/2018,1 555,"219,45",30 days,51.833333333333336,35
473,0007BB,01/02/2018,28/02/2018,1 436,"202,83",57 days,25.19298245614035,35
474,0007BB,01/03/2018,31/03/2018,1 706,"225,19",87 days,19.60919540229885,35
475,0007BB,01/04/2018,30/04/2018,1 523,"249,77",116 days,13.129310344827585,35
476,0007BB,01/05/2018,31/05/2018,1 582,"272,10",146 days,10.835616438356164,35
477,0007BB,01/06/2018,30/06/2018,1 714,"313,66",175 days,9.794285714285714,35
478,0007BB,01/07/2018,31/07/2018,1 923,"355,76",205 days,9.38048780487805,35
479,0007BB,01/08/2018,31/08/2018,2 119,"372,94",235 days,9.017021276595745,35
480,0007BB,01/09/2018,30/09/2018,1 833,"318,94",264 days,6.943181818181818,35
481,0007BB,01/10/2018,31/10/2018,1 939,"285,03",294 days,6.595238095238095,35
482,0007BB,01/11/2018,30/11/2018,1 931,"262,62",323 days,5.978328173374613,35
483,0007BB,01/12/2018,31/12/2018,1 956,"248,41",353 days,5.541076487252124,35
484,0007BB,01/01/2019,31/01/2019,1 946,"280,22",30 days,64.86666666666666,35
485,0007BB,01/02/2019,28/02/2019,1 939,"294,73",57 days,34.01754385964912,35
486,0007BB,01/03/2019,31/03/2019,1 739,"276,50",87 days,19.988505747126435,35
487,0007BB,01/04/2019,30/04/2019,1 885,"333,65",116 days,16.25,35
488,0007BB,01/05/2019,31/05/2019,1 946,"340,55",146 days,13.32876712328767,35
489,0007BB,01/06/2019,30/06/2019,1 805,"364,61",175 days,10.314285714285715,35
490,0007BB,01/07/2019,31/07/2019,2 124,"426,92",205 days,10.360975609756098,35
491,0007BB,01/08/2019,31/08/2019,2 075,"412,93",235 days,8.829787234042554,35
492,0007BB,01/09/2019,30/09/2019,1 916,"367,87",264 days,7.257575757575758,35
493,0007BB,01/10/2019,31/10/2019,2 246,"375,08",294 days,7.639455782312925,35
494,0007BB,01/11/2019,30/11/2019,1 829,"287,15",323 days,5.662538699690402,35
495,0007BB,01/12/2019,31/12/2019,2 004,"306,61",353 days,5.6770538243626065,35
496,0007BB,01/01/2020,31/01/2020,2 143,"317,16",30 days,71.43333333333334,35
497,0007BB,01/02/2020,29/02/2020,1 440,"223,20",58 days,24.82758620689655,35
498,0007BB,01/03/2020,31/03/2020,757,"120,36",88 days,8.602272727272727,35
499,0007BB,01/04/2020,30/04/2020,3 133,"582,74",117 days,26.77777777777778,35
500,0007BB,01/05/2020,31/05/2020,2 338,"425,52",147 days,15.904761904761905,35
501,0007BB,01/06/2020,30/06/2020,1 725,"343,28",176 days,9.801136363636363,35
502,0007BB,01/07/2020,31/07/2020,2 104,"414,49",206 days,10.21359223300971,35
503,0007BB,01/08/2020,31/08/2020,1 915,"371,51",236 days,8.114406779661017,35
504,0007BB,01/09/2020,30/09/2020,2 267,"428,46",265 days,8.554716981132076,35
505,0007BB,01/10/2020,31/10/2020,1 857,"300,83",295 days,6.294915254237288,35
506,0007BB,01/11/2020,30/11/2020,1 987,"309,97",324 days,6.132716049382716,35
507,0007BR,01/01/2018,31/01/2018,2 620,"281,73",30 days,87.33333333333333,35
508,0007BR,01/02/2018,28/02/2018,2 355,"254,07",57 days,41.31578947368421,35
509,0007BR,01/03/2018,31/03/2018,2 755,"294,96",87 days,31.666666666666668,35
510,0007BR,01/04/2018,30/04/2018,3 149,"334,89",116 days,27.146551724137932,35
511,0007BR,01/05/2018,31/05/2018,3 848,"407,32",146 days,26.356164383561644,35
512,0007BR,01/06/2018,30/06/2018,3 718,"393,85",175 days,21.245714285714286,35
513,0007BR,01/07/2018,31/07/2018,4 107,"434,44",205 days,20.034146341463416,35
514,0007BR,01/08/2018,31/08/2018,4 237,"447,92",235 days,18.029787234042555,35
515,0007BR,01/09/2018,30/09/2018,3 326,"356,08",264 days,12.598484848484848,35
516,0007BR,01/10/2018,31/10/2018,2 613,"281,79",294 days,8.887755102040817,35
517,0007BR,01/11/2018,30/11/2018,2 396,"259,19",323 days,7.41795665634675,35
518,0007BR,01/12/2018,31/12/2018,2 511,"271,31",353 days,7.113314447592068,35
519,0007BR,01/01/2019,31/01/2019,2 500,"263,64",30 days,83.33333333333333,35
520,0007BR,01/02/2019,28/02/2019,2 227,"235,58",57 days,39.07017543859649,35
521,0007BR,01/03/2019,31/03/2019,2 538,"267,20",87 days,29.17241379310345,35
522,0007BR,01/04/2019,30/04/2019,2 520,"265,35",116 days,21.724137931034484,35
523,0007BR,01/05/2019,31/05/2019,2 581,"271,61",146 days,17.67808219178082,35
524,0007BR,01/06/2019,30/06/2019,2 816,"296,42",175 days,16.091428571428573,35
525,0007BR,01/07/2019,31/07/2019,2 731,"287,14",205 days,13.321951219512195,35
526,0007BR,01/08/2019,31/08/2019,2 775,"291,72",235 days,11.808510638297872,35
527,0007BR,01/09/2019,30/09/2019,2 636,"277,46",264 days,9.984848484848484,35
528,0007BR,01/10/2019,31/10/2019,2 721,"286,23",294 days,9.255102040816327,35
529,0007BR,01/11/2019,30/11/2019,2 584,"272,27",323 days,8.0,35
530,0007BR,01/12/2019,31/12/2019,2 772,"291,44",353 days,7.852691218130311,35
531,0007BR,01/01/2020,31/01/2020,2 834,"355,75",30 days,94.46666666666667,35
532,0007BR,01/02/2020,29/02/2020,2 688,"337,88",58 days,46.3448275862069,35
533,0007BR,01/03/2020,31/03/2020,2 820,"352,29",88 days,32.04545454545455,35
534,0007BR,01/04/2020,30/04/2020,2 812,"351,17",117 days,24.034188034188034,35
535,0007BR,01/05/2020,31/05/2020,2 811,"352,71",147 days,19.122448979591837,35
536,0007BR,01/06/2020,30/06/2020,2 747,"344,48",176 days,15.607954545454545,35
537,0007BR,01/07/2020,31/07/2020,2 887,"359,93",206 days,14.014563106796116,35
538,0007BR,01/08/2020,31/08/2020,2 914,"363,22",236 days,12.347457627118644,35
539,0007BR,01/09/2020,30/09/2020,2 802,"349,58",265 days,10.573584905660377,35
540,0007BR,01/10/2020,31/10/2020,2 836,"353,72",295 days,9.613559322033899,35
541,0007BR,01/11/2020,30/11/2020,2 690,"335,95",324 days,8.302469135802468,35
542,0008BB,01/01/2018,31/12/2018,38 519,"5 096,07",364 days,105.82142857142857,24
543,0008BB,01/01/2019,31/01/2019,3 559,"448,59",30 days,118.63333333333334,24
544,0008BB,01/02/2019,28/02/2019,3 123,"385,65",57 days,54.78947368421053,24
545,0008BB,01/03/2019,31/03/2019,3 450,"424,95",87 days,39.6551724137931,24
546,0008BB,01/04/2019,30/04/2019,3 130,"385,91",116 days,26.982758620689655,24
547,0008BB,01/05/2019,31/05/2019,3 174,"390,34",146 days,21.73972602739726,24
548,0008BB,01/06/2019,30/06/2019,3 376,"415,66",175 days,19.291428571428572,24
549,0008BB,01/07/2019,31/07/2019,3 527,"434,07",205 days,17.204878048780486,24
550,0008BB,01/08/2019,31/08/2019,3 545,"435,75",235 days,15.085106382978724,24
551,0008BB,01/09/2019,30/09/2019,3 371,"414,48",264 days,12.768939393939394,24
552,0008BB,01/10/2019,31/10/2019,3 434,"421,74",294 days,11.680272108843537,24
553,0008BB,01/11/2019,30/11/2019,3 284,"403,80",323 days,10.1671826625387,24
554,0008BB,01/12/2019,31/12/2019,3 269,"401,94",353 days,9.260623229461757,24
555,0008BB,01/01/2020,31/01/2020,3 277,"463,95",30 days,109.23333333333333,24
556,0008BB,01/02/2020,29/02/2020,3 062,"435,72",58 days,52.793103448275865,24
557,0008BB,01/03/2020,31/03/2020,3 247,"464,40",88 days,36.89772727272727,24
558,0008BB,01/04/2020,30/04/2020,3 131,"446,82",117 days,26.76068376068376,24
559,0008BB,01/05/2020,31/05/2020,3 235,"460,84",147 days,22.006802721088434,24
560,0008BB,01/06/2020,30/06/2020,3 267,"465,56",176 days,18.5625,24
561,0008BB,01/07/2020,31/07/2020,3 524,"500,24",206 days,17.106796116504853,24
562,0008BB,01/08/2020,31/08/2020,3 516,"497,99",236 days,14.898305084745763,24
563,0008BB,01/09/2020,30/09/2020,3 294,"467,29",265 days,12.430188679245283,24
564,0008BB,01/10/2020,31/10/2020,3 378,"478,44",295 days,11.450847457627118,24
565,0008BB,01/11/2020,30/11/2020,3 186,"442,00",324 days,9.833333333333334,24
566,0008BR,01/01/2018,31/12/2018,28 936,"3 342,01",364 days,79.49450549450549,3
567,0008BR,01/01/2019,11/09/2019,20 339,"2 305,16",312 days,65.18910256410257,3
568,0008BR,12/09/2019,31/12/2019,9 483,"1 067,71",22 days,431.04545454545456,3
569,0008KO,01/01/2018,31/01/2018,2 484,"307,08",30 days,82.8,35
570,0008KO,01/02/2018,28/02/2018,2 298,"284,67",57 days,40.31578947368421,35
571,0008KO,01/03/2018,31/03/2018,2 503,"309,37",87 days,28.770114942528735,35
572,0008KO,01/04/2018,30/04/2018,2 419,"299,25",116 days,20.853448275862068,35
573,0008KO,01/05/2018,31/05/2018,2 508,"309,97",146 days,17.17808219178082,35
574,0008KO,01/06/2018,30/06/2018,2 426,"300,09",175 days,13.862857142857143,35
575,0008KO,01/07/2018,31/07/2018,2 517,"311,23",205 days,12.278048780487804,35
576,0008KO,01/08/2018,31/08/2018,2 510,"310,39",235 days,10.680851063829786,35
577,0008KO,01/09/2018,30/09/2018,2 426,"302,17",264 days,9.18939393939394,35
578,0008KO,01/10/2018,31/10/2018,2 843,"352,77",294 days,9.670068027210885,35
